id,surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion
1143.0,yes,adult,40.3,114.0,36.0,cool,normal,pale_pink,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,7.0,absent,distend_small,57.0,7.5,serosanguious,4.5,yes
0.0,no,adult,38.5,54.0,28.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,slight,none,4.5,normal,None,40.0,6.8,cloudy,7.0,no
498.0,yes,young,37.5,84.0,40.0,cool,normal,bright_red,more_3_sec,depressed,absent,moderate,significant,none,3.0,decreased,distend_large,43.0,6.0,clear,2.6,yes
0.0,yes,adult,39.2,120.0,20.0,cold,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,none,more_1_liter,4.5,None,distend_small,60.0,8.8,serosanguious,3.0,yes
0.0,yes,adult,38.3,72.0,30.0,cold,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,none,4.5,decreased,distend_large,43.0,7.0,cloudy,3.9,yes
138.0,yes,adult,38.0,54.0,12.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,more_1_liter,5.2,None,None,39.0,7.5,clear,5.0,yes
1192.0,yes,adult,38.3,48.0,12.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,41.0,66.0,None,2.0,yes
0.0,yes,adult,38.5,104.0,40.0,cool,reduced,None,less_3_sec,severe_pain,hypomotile,severe,None,None,4.5,None,None,48.0,7.5,None,3.0,yes
0.0,yes,adult,37.8,72.0,28.0,None,reduced,None,less_3_sec,extreme_pain,hypomotile,none,None,none,4.5,normal,normal,56.0,80.0,clear,2.0,yes
450.0,yes,young,38.2,128.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,6.0,absent,distend_small,57.0,8.9,serosanguious,4.5,yes
746.0,yes,adult,38.4,104.0,40.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.2,normal,distend_small,47.0,7.0,clear,3.6,yes
170.0,yes,adult,38.2,66.0,12.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,normal,distend_large,44.0,6.0,cloudy,3.6,yes
1010.0,no,adult,38.5,52.0,16.0,normal,normal,bright_pink,less_3_sec,depressed,normal,slight,none,more_1_liter,5.3,normal,firm,49.0,7.2,cloudy,1.6,no
1207.0,no,adult,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_small,57.0,8.1,serosanguious,4.5,yes
388.0,yes,adult,38.3,40.0,20.0,cool,reduced,normal_pink,less_3_sec,None,hypomotile,moderate,slight,more_1_liter,1.0,normal,distend_small,41.0,60.0,serosanguious,2.0,yes
1164.0,yes,adult,36.1,100.0,30.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,significant,none,4.0,absent,distend_large,45.0,9.1,serosanguious,4.9,yes
340.0,no,adult,37.5,48.0,9.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,more_1_liter,5.5,normal,firm,49.0,8.0,clear,5.0,no
1026.0,yes,adult,38.1,52.0,96.0,normal,reduced,bright_red,less_3_sec,severe_pain,hypomotile,none,none,less_1_liter,7.0,normal,None,56.0,8.0,cloudy,6.0,yes
919.0,yes,adult,37.1,72.0,20.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.3,absent,distend_small,50.0,7.5,serosanguious,2.6,yes
859.0,no,adult,38.0,108.0,36.0,normal,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,less_1_liter,7.0,absent,distend_small,68.0,5.7,serosanguious,3.4,yes
981.0,no,adult,38.0,48.0,16.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,slight,slight,none,5.0,normal,normal,49.0,7.2,clear,5.0,no
1221.0,yes,adult,38.3,112.0,16.0,cool,reduced,normal_pink,less_3_sec,depressed,absent,none,none,more_1_liter,2.0,decreased,None,51.0,75.0,serosanguious,2.0,yes
501.0,yes,adult,36.9,96.0,28.0,cool,normal,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,2.0,absent,distend_large,55.0,82.0,None,2.0,yes
0.0,yes,adult,38.3,42.0,24.0,None,None,None,less_3_sec,None,None,None,None,None,4.5,None,None,40.0,8.5,None,3.0,yes
657.0,yes,adult,38.8,66.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes
887.0,yes,adult,37.7,96.0,28.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,48.0,6.5,serosanguious,3.9,yes
522.0,yes,adult,39.0,96.0,40.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,None,less_1_liter,5.3,absent,distend_large,43.0,7.5,cloudy,2.0,yes
1002.0,no,adult,38.4,54.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,7.5,decreased,firm,43.0,7.0,clear,8.0,no
578.0,yes,adult,38.0,60.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,decreased,distend_small,40.0,6.0,cloudy,3.6,yes
614.0,yes,adult,37.2,86.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,None,distend_large,36.0,62.0,None,1.0,no
0.0,no,adult,38.6,48.0,20.0,cool,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,4.5,decreased,other,50.0,7.3,clear,3.0,no
1107.0,yes,adult,37.6,114.0,48.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,normal,distend_small,57.0,8.0,clear,2.0,yes
210.0,yes,adult,38.0,66.0,24.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,2.0,absent,distend_small,47.0,7.5,serosanguious,2.0,yes
836.0,yes,adult,37.9,48.0,20.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_large,46.0,82.0,serosanguious,2.0,yes
951.0,no,adult,38.0,52.0,24.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,none,slight,more_1_liter,5.0,normal,distend_small,48.0,8.5,cloudy,2.3,yes
989.0,yes,adult,40.3,86.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,none,7.0,normal,distend_large,44.0,8.1,serosanguious,4.5,yes
0.0,yes,young,38.0,140.0,68.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,None,None,4.5,increased,normal,39.0,5.3,None,3.0,yes
287.0,yes,adult,39.2,64.0,90.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,7.0,absent,distend_small,39.0,6.7,serosanguious,4.5,yes
1060.0,yes,adult,39.3,129.0,8.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,none,7.0,None,distend_small,57.0,8.5,serosanguious,4.5,yes
844.0,yes,adult,37.2,88.0,48.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,2.0,absent,distend_small,55.0,64.0,clear,2.0,yes
0.0,no,adult,38.6,40.0,20.0,None,None,None,less_3_sec,None,None,None,None,None,4.5,None,None,41.0,6.4,None,3.0,no
0.0,yes,adult,38.2,100.0,28.0,cool,reduced,pale_cyanotic,more_3_sec,None,absent,severe,slight,none,2.0,None,None,68.0,64.0,serosanguious,2.0,yes
104.0,yes,adult,38.6,42.0,20.0,warm,normal,pale_pink,less_3_sec,depressed,absent,moderate,none,more_1_liter,5.4,None,None,43.0,8.1,serosanguious,4.4,yes
1189.0,no,adult,37.5,44.0,20.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,4.0,decreased,other,45.0,8.1,clear,5.0,no
0.0,yes,adult,37.8,88.0,80.0,cool,reduced,bright_red,more_3_sec,None,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,64.0,89.0,None,3.0,yes
1151.0,no,adult,37.9,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,less_1_liter,4.3,normal,normal,36.0,6.5,cloudy,2.6,no
823.0,yes,adult,37.3,60.0,32.0,normal,None,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,None,45.0,70.0,cloudy,2.0,yes
1050.0,yes,adult,37.8,96.0,20.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,4.0,absent,distend_small,64.0,5.8,serosanguious,3.3,yes
0.0,no,adult,38.2,80.0,36.0,cool,absent,pale_pink,less_3_sec,severe_pain,absent,severe,slight,none,4.5,decreased,distend_large,38.0,6.2,None,3.0,yes
715.0,yes,adult,36.0,100.0,36.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,significant,more_1_liter,5.5,absent,distend_large,57.0,7.5,serosanguious,2.0,yes
1077.0,no,adult,38.5,40.0,9.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,normal,distend_large,48.0,7.6,clear,2.6,no
761.0,no,adult,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,slight,none,2.0,decreased,None,37.0,75.0,None,1.0,no
153.0,yes,adult,37.8,86.0,24.0,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,none,slight,more_1_liter,5.7,None,distend_large,68.0,7.8,serosanguious,3.7,yes
0.0,yes,adult,38.2,80.0,28.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,severe,None,None,4.5,absent,distend_large,43.0,70.0,None,3.0,yes
597.0,yes,adult,38.4,80.0,32.0,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,7.0,absent,distend_small,52.0,6.6,serosanguious,4.1,yes
1040.0,yes,adult,37.9,42.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,1.5,absent,distend_small,37.0,7.6,cloudy,1.0,yes
581.0,no,adult,39.3,66.0,16.0,normal,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,7.0,normal,distend_large,48.0,8.1,cloudy,7.0,no
1147.0,yes,adult,37.3,30.0,68.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,6.5,None,distend_small,36.0,5.9,serosanguious,4.1,yes
324.0,yes,adult,38.8,54.0,24.0,cold,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,6.5,decreased,distend_small,49.0,9.0,cloudy,4.3,yes
46.0,yes,adult,37.2,72.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,more_1_liter,2.0,None,distend_large,60.0,70.0,serosanguious,2.0,yes
1018.0,no,adult,37.8,56.0,28.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,significant,None,7.0,normal,None,46.0,5.9,cloudy,7.0,no
0.0,yes,adult,37.1,75.0,36.0,None,None,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,yes
0.0,yes,adult,39.3,72.0,28.0,cold,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,slight,none,more_1_liter,4.0,absent,distend_small,75.0,7.5,serosanguious,4.3,yes
173.0,no,adult,38.2,92.0,40.0,cold,reduced,normal_pink,less_3_sec,depressed,absent,slight,significant,less_1_liter,7.2,absent,normal,47.0,8.6,clear,6.6,no
341.0,yes,adult,38.2,136.0,18.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,6.2,absent,distend_small,54.0,7.5,cloudy,5.3,yes
1219.0,yes,adult,37.8,48.0,9.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,slight,less_1_liter,4.5,absent,distend_small,37.0,6.5,cloudy,5.3,yes
1144.0,yes,adult,39.4,114.0,60.0,cool,reduced,bright_red,more_3_sec,depressed,absent,severe,none,none,7.0,normal,distend_small,57.0,8.6,cloudy,3.9,no
251.0,yes,adult,38.2,88.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_small,44.0,8.0,clear,5.3,yes
629.0,yes,adult,38.5,129.0,48.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,None,more_1_liter,2.0,None,None,57.0,66.0,serosanguious,2.0,yes
189.0,yes,adult,38.4,54.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.3,decreased,None,45.0,7.7,clear,1.0,yes
1090.0,yes,adult,37.3,96.0,30.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,none,more_1_liter,4.0,absent,distend_large,57.0,4.5,serosanguious,4.1,yes
872.0,yes,adult,37.8,46.0,28.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.7,increased,distend_small,37.0,6.6,serosanguious,5.0,yes
0.0,no,adult,38.0,44.0,12.0,warm,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,none,less_1_liter,6.5,normal,distend_small,33.0,6.5,None,3.0,yes
103.0,no,adult,39.1,72.0,30.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,significant,none,2.0,decreased,distend_large,44.0,7.3,cloudy,2.0,yes
655.0,yes,adult,38.5,72.0,28.0,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,none,more_1_liter,2.0,absent,distend_small,75.0,81.0,clear,2.0,no
1139.0,no,adult,38.2,129.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,None,distend_large,57.0,66.0,serosanguious,2.0,yes
360.0,yes,adult,39.1,100.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,4.4,absent,distend_large,52.0,7.8,serosanguious,2.9,yes
164.0,no,adult,38.0,84.0,28.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_small,44.0,6.2,serosanguious,3.4,yes
0.0,yes,adult,38.4,80.0,30.0,cold,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,4.5,absent,distend_large,32.0,6.1,serosanguious,4.3,yes
848.0,no,adult,38.0,64.0,18.0,normal,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,normal,distend_small,59.0,7.5,cloudy,2.9,yes
925.0,yes,adult,39.4,64.0,36.0,warm,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,5.0,decreased,distend_small,39.0,6.2,clear,5.3,yes
309.0,yes,adult,39.8,128.0,36.0,None,reduced,pale_pink,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_large,52.0,6.5,serosanguious,3.4,yes
0.0,yes,adult,37.1,84.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,severe,significant,less_1_liter,2.0,absent,distend_large,75.0,81.0,None,3.0,no
452.0,yes,adult,37.5,86.0,24.0,cold,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.5,absent,distend_small,56.0,7.8,serosanguious,3.9,yes
682.0,no,adult,38.3,54.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.0,decreased,firm,36.0,6.6,clear,3.5,no
0.0,no,adult,38.3,60.0,20.0,normal,normal,normal_pink,more_3_sec,alert,hypomotile,none,None,None,4.5,decreased,None,34.0,66.0,None,3.0,no
584.0,yes,young,39.1,164.0,84.0,cold,normal,dark_cyanotic,less_3_sec,depressed,absent,severe,none,less_1_liter,5.0,decreased,None,48.0,7.2,serosanguious,5.3,yes
0.0,yes,adult,38.6,48.0,12.0,None,None,normal_pink,None,alert,hypermotile,None,None,None,4.5,None,None,36.0,67.0,None,3.0,no
0.0,no,adult,38.5,40.0,16.0,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,none,None,None,4.5,decreased,other,37.0,67.0,None,3.0,no
1098.0,yes,adult,38.6,60.0,30.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,none,3.0,absent,distend_large,43.0,6.0,cloudy,3.6,yes
101.0,no,adult,38.3,52.0,20.0,None,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,None,None,more_1_liter,2.0,None,distend_small,53.0,86.0,clear,2.0,no
0.0,no,adult,38.7,40.0,28.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypermotile,none,None,None,4.5,normal,None,39.0,62.0,clear,1.0,no
908.0,no,adult,38.5,52.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,firm,47.0,7.2,clear,2.3,no
0.0,no,adult,37.2,36.0,9.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,none,4.5,absent,normal,35.0,5.7,None,3.0,no
536.0,yes,young,37.5,66.0,40.0,warm,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,significant,less_1_liter,4.0,absent,distend_small,35.0,5.5,serosanguious,2.6,yes
0.0,yes,adult,38.1,88.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,4.5,decreased,distend_small,41.0,4.6,None,3.0,yes
1156.0,yes,adult,37.1,84.0,40.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,none,none,less_1_liter,2.0,normal,distend_small,75.0,81.0,cloudy,2.0,yes
1142.0,yes,adult,38.7,120.0,48.0,cool,reduced,bright_red,less_3_sec,None,hypomotile,slight,none,more_1_liter,2.0,None,None,56.0,64.0,None,2.0,no
854.0,yes,adult,38.2,52.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,2.0,decreased,distend_small,42.0,71.0,cloudy,2.0,yes
85.0,yes,young,38.1,124.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,absent,slight,slight,none,7.0,decreased,None,47.0,7.5,clear,2.6,yes
1054.0,yes,adult,38.5,72.0,30.0,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_small,44.0,74.0,clear,1.0,yes
555.0,yes,adult,38.5,52.0,24.0,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,less_1_liter,5.7,increased,distend_large,48.0,6.6,clear,3.7,yes
0.0,yes,adult,39.2,88.0,58.0,cold,absent,None,more_3_sec,extreme_pain,absent,None,None,None,4.5,None,None,48.0,7.5,cloudy,2.0,no
342.0,yes,adult,38.4,64.0,28.0,cool,reduced,bright_red,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,4.5,absent,distend_small,50.0,7.2,serosanguious,3.6,yes
0.0,yes,adult,39.2,88.0,20.0,None,None,pale_cyanotic,less_3_sec,mild_pain,absent,slight,None,None,4.5,absent,other,50.0,85.0,cloudy,2.0,no
0.0,yes,adult,38.2,40.0,28.0,warm,normal,normal_pink,less_3_sec,alert,hypomotile,none,none,none,4.5,None,distend_large,39.0,56.0,None,3.0,yes
399.0,yes,adult,38.3,96.0,28.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,4.3,absent,distend_large,65.0,7.0,serosanguious,2.8,yes
1165.0,yes,adult,38.0,88.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,46.0,75.0,clear,2.0,yes
652.0,yes,adult,37.1,84.0,24.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.0,absent,distend_small,73.0,5.5,serosanguious,3.7,yes
1049.0,yes,adult,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,moderate,significant,more_1_liter,2.0,decreased,None,37.0,75.0,cloudy,1.0,no
992.0,yes,adult,38.3,96.0,44.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,less_1_liter,3.0,decreased,distend_small,64.0,8.0,clear,1.0,no
1087.0,yes,adult,37.8,96.0,30.0,cool,reduced,pale_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_large,45.0,7.5,clear,3.7,yes
142.0,yes,adult,38.4,96.0,18.0,normal,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,None,distend_small,49.0,8.9,serosanguious,6.0,yes
837.0,yes,adult,38.5,60.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,41.0,7.0,cloudy,2.6,yes
957.0,yes,adult,38.5,88.0,30.0,cold,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2.0,None,distend_large,48.0,66.0,serosanguious,2.0,yes
364.0,no,adult,38.1,114.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,none,none,4.0,absent,distend_small,57.0,6.1,serosanguious,4.4,yes
1106.0,yes,adult,39.5,84.0,36.0,None,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,5.0,absent,distend_small,37.0,6.5,serosanguious,6.0,yes
958.0,yes,adult,39.1,100.0,51.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,2.0,absent,distend_small,51.0,5.5,cloudy,1.0,yes
1063.0,yes,adult,38.2,120.0,48.0,cold,reduced,pale_pink,less_3_sec,None,hypomotile,moderate,none,none,2.0,None,distend_large,57.0,65.0,serosanguious,2.0,yes
18.0,yes,adult,38.1,96.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,None,None,none,slight,more_1_liter,5.0,None,None,72.0,6.8,None,3.6,yes
349.0,yes,adult,39.1,52.0,16.0,cool,None,pale_pink,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,5.3,absent,distend_small,45.0,7.2,serosanguious,5.4,yes
410.0,yes,adult,38.2,100.0,51.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,2.0,None,distend_large,43.0,8.1,serosanguious,2.0,yes
983.0,yes,adult,38.1,66.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,decreased,distend_large,45.0,7.0,cloudy,3.9,yes
673.0,yes,adult,38.6,40.0,24.0,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,absent,distend_large,42.0,6.6,cloudy,2.0,yes
328.0,no,adult,38.0,92.0,28.0,cold,reduced,normal_pink,less_3_sec,depressed,absent,None,none,more_1_liter,5.0,normal,normal,45.0,7.5,clear,5.0,no
333.0,no,adult,38.3,120.0,32.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,None,None,more_1_liter,2.0,None,distend_large,64.0,86.0,clear,2.0,yes
1007.0,no,adult,37.5,84.0,24.0,cool,normal,None,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.0,decreased,distend_small,43.0,6.2,serosanguious,3.6,no
949.0,yes,adult,36.5,108.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,slight,None,more_1_liter,7.0,absent,distend_small,58.0,7.6,serosanguious,5.3,yes
1196.0,no,adult,38.6,44.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.5,decreased,distend_large,37.0,7.5,clear,2.0,no
955.0,yes,adult,39.3,64.0,36.0,cool,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,slight,none,less_1_liter,7.0,absent,distend_small,44.0,7.5,serosanguious,6.6,yes
1055.0,yes,adult,38.5,84.0,30.0,warm,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,44.0,66.0,serosanguious,2.6,yes
1174.0,yes,adult,38.0,66.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,31.5,6.0,cloudy,1.6,yes
1117.0,yes,adult,38.0,120.0,80.0,cool,reduced,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,2.0,absent,distend_small,68.0,80.0,serosanguious,2.0,no
496.0,no,adult,38.8,86.0,16.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,more_1_liter,7.0,absent,distend_large,73.0,8.2,clear,10.1,yes
346.0,no,adult,38.6,104.0,12.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,1.0,absent,distend_small,51.0,6.5,serosanguious,1.0,no
713.0,no,adult,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,none,7.0,normal,None,57.0,7.4,serosanguious,4.5,yes
257.0,yes,adult,39.0,64.0,36.0,warm,normal,pale_pink,more_3_sec,mild_pain,hypomotile,slight,slight,none,7.0,absent,distend_large,44.0,6.5,cloudy,6.6,yes
382.0,no,adult,38.0,48.0,16.0,cool,reduced,pale_cyanotic,more_3_sec,alert,absent,slight,slight,None,5.0,None,other,48.0,7.2,clear,3.7,no
278.0,no,adult,39.0,86.0,20.0,cool,reduced,pale_cyanotic,None,mild_pain,hypomotile,slight,None,None,5.0,absent,None,48.0,6.6,serosanguious,5.3,yes
810.0,yes,adult,38.6,96.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,decreased,distend_small,60.0,7.5,clear,5.4,yes
967.0,yes,adult,38.5,184.0,84.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,none,7.0,absent,distend_small,60.0,6.5,serosanguious,3.4,yes
884.0,yes,young,37.5,164.0,84.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,none,less_1_liter,5.4,absent,normal,50.0,6.0,serosanguious,3.9,no
225.0,yes,adult,38.3,96.0,36.0,cool,reduced,normal_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.5,absent,distend_large,41.0,7.4,cloudy,2.6,yes
760.0,yes,adult,38.0,86.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,none,more_1_liter,4.5,absent,distend_large,65.0,7.6,serosanguious,3.4,yes
241.0,yes,adult,36.0,92.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.4,absent,distend_large,60.0,5.9,cloudy,3.6,yes
895.0,no,adult,37.7,88.0,28.0,None,None,pale_cyanotic,less_3_sec,None,None,None,None,more_1_liter,1.0,None,distend_small,55.0,80.0,serosanguious,2.0,no
449.0,yes,adult,38.8,129.0,51.0,normal,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,6.2,decreased,distend_small,57.0,8.0,serosanguious,6.6,yes
1120.0,yes,adult,37.2,36.0,32.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,4.0,decreased,distend_large,50.0,5.9,cloudy,2.6,yes
